precio,cantidad,descuento,total_venta,categoria,metodo_pago,cliente,producto,comentarios,descripcion_producto,fecha
2755.07,1,0.06,5862.87,Belleza,Tarjeta,"{'nombre': 'Ronald Smith', 'edad': 26, 'ciudad': 'Guadalajara'}","{'nombre': 'as', 'marca': 'Lutz-Prince', 'stock': 48}",Exactly pattern case spring for successful million. Field full alone moment through tax teach.,Black certain item close top. Above price take dog. Write pretty remember list. Marriage ground walk operation despite future decision.,2025-10-25
137.88,2,0.12,9315.14,Belleza,Tarjeta,"{'nombre': 'Kevin Jones', 'edad': 24, 'ciudad': 'Puebla'}","{'nombre': 'everybody', 'marca': 'Waller Group', 'stock': 10}",Operation concern assume practice than year.,Wonder agree body ball. Break scientist collection available part feel. Thus market put here stand order quite.,2026-03-11
4020.25,1,0.0,6407.2,Deportes,PayPal,"{'nombre': 'Carol Bradshaw', 'edad': 36, 'ciudad': 'CDMX'}","{'nombre': 'identify', 'marca': 'Anderson Inc', 'stock': 48}",Others ready girl your around level subject. Lawyer night law.,Physical organization structure structure financial. She particular represent student whose sound. Experience threat point these hour here question.,2025-10-19
4110.69,4,0.29,9449.87,Deportes,PayPal,"{'nombre': 'Gregory Watson', 'edad': 60, 'ciudad': 'Querétaro'}","{'nombre': 'almost', 'marca': 'Lindsey-Barnett', 'stock': 86}",Throughout imagine Democrat three. Poor once seven strategy use nature.,Trial name down social idea. Or out five lead difference since mind. Discussion agreement along management anything sing.,2025-07-03
4462.19,7,0.16,2617.85,Ropa,Tarjeta,"{'nombre': 'Michele Stokes', 'edad': 33, 'ciudad': 'Guadalajara'}","{'nombre': 'listen', 'marca': 'Underwood-Scott', 'stock': 56}",Keep nation program. Bank as business half talk determine.,Similar for special the decade adult above. Best into office similar thought these must. Finally its use history perform.,2025-04-10
1798.87,9,0.25,3973.74,Ropa,Efectivo,"{'nombre': 'Marilyn Hodge', 'edad': 25, 'ciudad': 'Guadalajara'}","{'nombre': 'we', 'marca': 'Rivera-Schmidt', 'stock': 65}",Benefit wait summer room artist result down within. Culture cup true. Machine quickly compare her.,Town series management second throw. Resource act majority method teach person specific alone. Thought ten report half leave century whose.,2026-02-23
553.86,9,0.25,364.85,Ropa,PayPal,"{'nombre': 'Marissa Thomas', 'edad': 48, 'ciudad': 'Guadalajara'}","{'nombre': 'reality', 'marca': 'Swanson-Hooper', 'stock': 67}",Among city go agreement. Interesting off partner late determine green.,Happen radio box poor police world on beyond. Of service project.,2026-02-02
4202.69,7,0.09,2696.49,Electrónica,PayPal,"{'nombre': 'Angela Glenn', 'edad': 33, 'ciudad': 'Puebla'}","{'nombre': 'story', 'marca': 'Marquez-Gonzalez', 'stock': 50}",Personal establish should. Peace country officer reason make nice.,Build cell fight major structure there central. Make public heart agreement city common open. Would what threat a quickly.,2025-07-25
4094.55,1,0.1,1230.91,Ropa,Transferencia,"{'nombre': 'John Baker', 'edad': 60, 'ciudad': 'Puebla'}","{'nombre': 'become', 'marca': 'Larson, Ali and Bowen', 'stock': 63}",Unit interview security. Note rate be tend. Her could any again begin old.,Success financial learn medical feel too. Mrs huge have ahead relationship hundred. Wrong several improve age task.,2026-02-18
2365.9,5,0.21,3393.14,Deportes,Tarjeta,"{'nombre': 'Sarah Boyd', 'edad': 38, 'ciudad': 'CDMX'}","{'nombre': 'type', 'marca': 'Alexander, Ford and Burnett', 'stock': 31}",Four able report you. Good special part lot.,Else when feeling rock. Degree talk financial situation. Believe front all trip.,2026-01-29
1824.39,2,0.24,9125.01,Deportes,PayPal,"{'nombre': 'Haley Andrews', 'edad': 18, 'ciudad': 'Monterrey'}","{'nombre': 'choice', 'marca': 'Johnson, Wright and Williams', 'stock': 87}",News enough big floor human kid. Computer economic field role treatment fish change.,Piece allow name write time music maintain. What five exist accept. Agent structure pay bed according population across.,2025-04-28
737.31,6,0.06,8441.85,Hogar,Transferencia,"{'nombre': 'Chris Kramer', 'edad': 54, 'ciudad': 'Querétaro'}","{'nombre': 'teacher', 'marca': 'Vasquez, Bonilla and Brown', 'stock': 22}",Offer bit his force recent. Blood effect democratic you.,Condition where late line ready star. Old stuff government explain kid evening forget.,2025-12-09
1474.54,4,0.03,8976.36,Electrónica,Efectivo,"{'nombre': 'Jeffrey Gonzalez', 'edad': 54, 'ciudad': 'Monterrey'}","{'nombre': 'effort', 'marca': 'Chang-Ortega', 'stock': 27}",Into product carry ability find one next top. Eat billion research how see.,Simply traditional occur television. To story because contain modern run. Movement arrive gun certainly might ten.,2025-09-24
2453.33,7,0.12,6346.83,Ropa,PayPal,"{'nombre': 'Tyler Foster', 'edad': 27, 'ciudad': 'Guadalajara'}","{'nombre': 'contain', 'marca': 'Hernandez, Perez and Brady', 'stock': 57}",Focus receive face cause. Sometimes remain enough case forget especially ago.,Other ahead idea individual how skill.,2025-11-16
328.03,6,0.2,3879.13,Hogar,Transferencia,"{'nombre': 'Lisa Mack', 'edad': 56, 'ciudad': 'Querétaro'}","{'nombre': 'raise', 'marca': 'Gilbert-Johnson', 'stock': 39}",Source present finish tree scientist show. Establish approach man particularly from eye build.,"Build like effect trip.
Assume beyond rest. Drop pull trip about trade. Lawyer environmental green before entire reflect thus once.",2025-08-28
1441.99,9,0.26,4798.47,Belleza,Transferencia,"{'nombre': 'Andrew Cox', 'edad': 27, 'ciudad': 'Querétaro'}","{'nombre': 'might', 'marca': 'Ryan, Davis and Taylor', 'stock': 69}",Listen person finally. Human may also.,Attack form situation within cover author. Enjoy history somebody card easy major board.,2025-10-14
1841.13,7,0.12,288.27,Ropa,PayPal,"{'nombre': 'Michael Russell', 'edad': 52, 'ciudad': 'CDMX'}","{'nombre': 'career', 'marca': 'Griffith-Terry', 'stock': 35}",Degree radio few never together nearly. Hit sport sound beat over development top.,These sure sign see. Trouble wind analysis step. Interview west hair successful information.,2026-03-29
2809.57,5,0.27,7124.82,Hogar,Tarjeta,"{'nombre': 'Stephen Soto', 'edad': 48, 'ciudad': 'Puebla'}","{'nombre': 'space', 'marca': 'Gamble Ltd', 'stock': 91}",Various develop relationship positive. Tell say leave single bad myself. Far huge site lawyer.,Force whole personal list. Computer enter common many protect picture executive. Scientist population fear top.,2025-07-31
2731.42,6,0.13,9894.99,Hogar,Tarjeta,"{'nombre': 'Eric Williams', 'edad': 40, 'ciudad': 'CDMX'}","{'nombre': 'teacher', 'marca': 'Novak-Oliver', 'stock': 98}",Political exactly left mention. Present interest father plan TV.,All situation many back nation enjoy such voice. Season toward thousand close.,2025-09-29
4345.52,8,0.09,6754.8,Deportes,Efectivo,"{'nombre': 'Perry Anderson', 'edad': 56, 'ciudad': 'Monterrey'}","{'nombre': 'save', 'marca': 'Delgado-Gutierrez', 'stock': 4}",Couple detail civil off. Decade student decide history bill.,Book project majority. Common life reflect fill term safe any. Tell administration husband new continue hit remain.,2026-04-02
2485.87,8,0.09,7255.34,Electrónica,Transferencia,"{'nombre': 'Jeremy Taylor', 'edad': 23, 'ciudad': 'Puebla'}","{'nombre': 'former', 'marca': 'Gregory Ltd', 'stock': 6}",White tend value pressure high eight. Against Democrat strong maintain.,Loss produce in some. Trip car if explain use. Look view attention black through.,2025-09-28
3548.95,6,0.22,2637.5,Electrónica,Efectivo,"{'nombre': 'Veronica Freeman', 'edad': 25, 'ciudad': 'Puebla'}","{'nombre': 'term', 'marca': 'Ruiz PLC', 'stock': 10}",Full college I. Tv usually may create action people ready. Child student network seven color war.,Personal produce team figure. Must structure party. Be tree bad own summer see last.,2025-10-18
4960.27,4,0.25,1812.85,Electrónica,Efectivo,"{'nombre': 'Debra Taylor', 'edad': 23, 'ciudad': 'CDMX'}","{'nombre': 'it', 'marca': 'Simmons Inc', 'stock': 7}",For toward low ready. Admit item town player begin specific admit actually.,Question responsibility could bank American receive. Enough compare field always myself machine.,2025-08-04
326.89,3,0.02,2756.34,Belleza,Transferencia,"{'nombre': 'Stephanie Osborn', 'edad': 48, 'ciudad': 'CDMX'}","{'nombre': 'do', 'marca': 'Mcgee-Harris', 'stock': 43}",Professional exactly bit oil. Town fill relationship.,Bad present even lay paper many kind. Whole color letter look.,2025-07-01
3764.73,5,0.04,353.04,Electrónica,Transferencia,"{'nombre': 'Emily Hill', 'edad': 44, 'ciudad': 'Monterrey'}","{'nombre': 'soon', 'marca': 'Jenkins, Miller and Krueger', 'stock': 96}",Surface technology site much with. Myself determine these.,Option record enough argue every strong own. Investment probably over cup administration PM she.,2025-05-19
3171.38,9,0.09,6729.52,Ropa,Tarjeta,"{'nombre': 'Pamela Kelly', 'edad': 29, 'ciudad': 'Guadalajara'}","{'nombre': 'serious', 'marca': 'Mccoy Inc', 'stock': 49}",Doctor alone reality main next recent. Scene game white same move name.,"Several democratic gun modern. You with thought hotel team.
Weight second on accept hundred sea. Usually message week drop human prove eye.",2025-10-05
873.52,3,0.12,7811.39,Hogar,Tarjeta,"{'nombre': 'Brenda Winters', 'edad': 21, 'ciudad': 'Guadalajara'}","{'nombre': 'pressure', 'marca': 'Gonzales and Sons', 'stock': 25}",To worker room shake. Responsibility teach final like suffer from source.,Itself lot relationship occur. Certainly family result second first sing.,2026-03-23
2228.32,6,0.15,2854.48,Belleza,PayPal,"{'nombre': 'Jamie Baxter', 'edad': 59, 'ciudad': 'CDMX'}","{'nombre': 'real', 'marca': 'Park-Delacruz', 'stock': 99}",Perform social through modern article person anyone. Election particular common open.,Machine sister exactly culture small entire live. Consider set soon Democrat now hit produce.,2026-02-04
1691.2,9,0.04,7012.94,Hogar,Efectivo,"{'nombre': 'Carl Roberts', 'edad': 42, 'ciudad': 'Guadalajara'}","{'nombre': 'structure', 'marca': 'Clements Inc', 'stock': 74}",Many increase rise run skill.,Threat point box something data. Soon also house eight seek home save share. Believe none nothing military network together remember cut.,2025-06-16
870.11,8,0.05,3296.58,Hogar,Transferencia,"{'nombre': 'Jonathan Moon', 'edad': 46, 'ciudad': 'Monterrey'}","{'nombre': 'wife', 'marca': 'Turner, Houston and Alexander', 'stock': 9}",Expect page year police human back week however. Scientist rather owner.,Event toward leg test real may.,2025-12-25
1927.04,8,0.1,9816.79,Electrónica,PayPal,"{'nombre': 'Brandon Khan', 'edad': 28, 'ciudad': 'Querétaro'}","{'nombre': 'present', 'marca': 'Knox-Lamb', 'stock': 78}",Market age position modern PM there nature. Suggest mouth money president manager cut fire.,"Night real owner power carry. Cause keep last. Explain room trade again.
Man your response table enough word. Home better station one standard.",2026-02-19
73.59,3,0.24,4908.08,Belleza,Transferencia,"{'nombre': 'Alexander Ford', 'edad': 29, 'ciudad': 'Guadalajara'}","{'nombre': 'few', 'marca': 'Vasquez-Barber', 'stock': 60}",Have forget early we. Effect head any section. Out start stuff his professor always truth.,Modern consumer important both. Simple cut four discover. Mrs business others thousand you various east case.,2026-03-22
4164.69,2,0.06,6921.6,Deportes,Tarjeta,"{'nombre': 'Paul Gallagher', 'edad': 50, 'ciudad': 'CDMX'}","{'nombre': 'along', 'marca': 'Butler Inc', 'stock': 14}","Time require brother pass rise guy radio. Today as size street.
Even though fish door deep.",Support society leave quality couple skill increase myself. Billion suggest customer current.,2025-12-09
3337.42,8,0.11,8532.79,Belleza,PayPal,"{'nombre': 'Mrs. Elizabeth Stewart', 'edad': 58, 'ciudad': 'Guadalajara'}","{'nombre': 'without', 'marca': 'Hamilton-Gray', 'stock': 37}",Similar plan age store there tough. Pass produce stay since across yeah yourself art.,How operation toward report window. Contain billion away work save. Generation stage nation.,2026-01-05
418.8,8,0.01,2700.86,Hogar,Transferencia,"{'nombre': 'William Reid', 'edad': 38, 'ciudad': 'Monterrey'}","{'nombre': 'chance', 'marca': 'Williams, Quinn and Turner', 'stock': 46}",Direction claim security leg and cause society.,Carry fly third example perform. Require most manage kind have democratic.,2025-05-11
4166.96,3,0.13,6446.9,Hogar,Transferencia,"{'nombre': 'Ashley Riley', 'edad': 31, 'ciudad': 'Guadalajara'}","{'nombre': 'over', 'marca': 'Higgins, Miller and Johnson', 'stock': 10}",Course response street end reality wide large. Deep fire market.,Soldier stay support along voice reflect number. Tax give science always other partner student.,2025-05-05
1918.95,6,0.26,5096.05,Ropa,Transferencia,"{'nombre': 'Kathleen Alvarez', 'edad': 60, 'ciudad': 'Querétaro'}","{'nombre': 'stage', 'marca': 'Kerr LLC', 'stock': 56}",Call much turn fast easy follow term politics. Body six left child.,"Officer decide short anything risk form sit more.
About major purpose that. Offer north every or part open decide.",2025-04-05
640.09,6,0.1,6716.15,Deportes,Transferencia,"{'nombre': 'Michael Logan', 'edad': 21, 'ciudad': 'Guadalajara'}","{'nombre': 'poor', 'marca': 'Hensley Inc', 'stock': 32}",Institution keep with development. Tough grow north campaign.,"Might staff decade situation yet message never.
Music kind no best purpose.",2025-05-08
3531.98,6,0.06,1159.15,Ropa,Tarjeta,"{'nombre': 'Gina Jennings', 'edad': 49, 'ciudad': 'CDMX'}","{'nombre': 'job', 'marca': 'Ortiz-Nelson', 'stock': 85}",Piece trial administration say. Decide owner ok behind.,Sign for car red laugh style. Group performance southern sister quality us behavior. Shake kitchen easy follow to test. Man way result.,2025-09-11
2351.47,1,0.08,222.64,Deportes,PayPal,"{'nombre': 'Emily Farrell', 'edad': 41, 'ciudad': 'Guadalajara'}","{'nombre': 'receive', 'marca': 'Chan Inc', 'stock': 74}",Hit away world theory. No offer practice any story make attorney.,Simply design talk bring stop agency court. Power whom interview race. Hot determine consider close life.,2025-04-27
1607.34,4,0.29,1166.68,Deportes,PayPal,"{'nombre': 'Gary Shah', 'edad': 31, 'ciudad': 'CDMX'}","{'nombre': 'group', 'marca': 'Boyer, Baker and Thompson', 'stock': 29}",Only accept thank Democrat identify.,Majority leave parent age leave set stuff. Industry second win quite great community student.,2025-10-17
4546.29,3,0.09,9858.11,Hogar,Transferencia,"{'nombre': 'Timothy Dennis', 'edad': 38, 'ciudad': 'Monterrey'}","{'nombre': 'within', 'marca': 'Roberts-Simmons', 'stock': 31}",International that program role table save member. Month that analysis painting.,"Fish walk they first. Young democratic war sister. Party threat run beat food.
Whatever moment would. Eat then town catch modern thing.",2025-05-16
4949.33,3,0.16,7432.19,Deportes,PayPal,"{'nombre': 'Samantha Francis', 'edad': 51, 'ciudad': 'Querétaro'}","{'nombre': 'agree', 'marca': 'Adams-Brown', 'stock': 39}",Million letter century serious pretty.,Thus song be current. Wear their deep adult national.,2025-07-12
1074.36,1,0.18,8677.11,Electrónica,Transferencia,"{'nombre': 'Leslie Daniel', 'edad': 51, 'ciudad': 'Monterrey'}","{'nombre': 'expect', 'marca': 'Brown Ltd', 'stock': 7}",Clearly cost report morning way capital. Author evening accept assume.,Recognize try phone about. Star admit full to. Employee ability option charge these.,2025-04-15
